,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
305,Tin VIP Bạc,41434679,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-van-nghe-phuong-15-8/ban-dat-5-20-mt-15-tan-binh-pr41434679,130 m²,"11,2 tỷ",Đông - Bắc,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà đất 5x20m, MT đường Huỳnh Văn Nghệ phường 15 Tân Bình","Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,Đông - Bắc,05/11/2024,12/11/2024,Nha Mat Pho
306,Tin VIP Bạc,41434366,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-huy-thuc-phuong-tan-kieng/mtkd-ngay-trung-tam-q7-moi-6-tang-76m2-co-thang-may-full-noi-that-pr41434366,"76,1 m²","18,5 tỷ",,6 tầng,10 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"MTKD ngay trung tâm Q7 - nhà mới 6 tầng 76,1m2 - có thang máy - full nội thất","Đường Phan Huy Thực, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,05/11/2024,12/11/2024,Nha Mat Pho
307,Tin VIP Bạc,41406194,https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-dinh-phuong-9-5/ban-toa-tien-167-p-9-quan-3-dt-8x13m-7-tang-thang-may-gia-85-ty-pr41406194,104 m²,85 tỷ,,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán tòa nhà mặt tiền 167 Trương Định, P. 9, Quận 3, DT 8x13m, 7 tầng, thang máy, giá 85 tỷ","Đường Trương Định, Phường 9, Quận 3, Hồ Chí Minh",,,Chưa Xác Thực,,02/11/2024,17/11/2024,Nha Mat Pho
308,Tin VIP Bạc,41433243,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/sieu-hot-mt-nd-12-quan-10-ngang-4-5m-pr41433243,72 m²,37 tỷ,,4 tầng,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Siêu hot MT Sư Vạn Hạnh ND, phường 12, quận 10, ngang 4.5m","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",20 m,"4,5 m",Chưa Xác Thực,,05/11/2024,12/11/2024,Nha Mat Pho
309,Tin VIP Bạc,41429439,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-den-phuong-11-10/ban-gap-can-tien-quan-tan-binh-dt-9x32m-dang-co-hdt-30tr-th-pr41429439,288 m²,45 tỷ,,,,,,,"Bán gấp căn nhà mặt tiền đường Đồng Đen, quận Tân Bình, DT 9x32m, đang có HĐT 30tr/th","Đường Đồng Đen, Phường 11, Tân Bình, Hồ Chí Minh",,,Chưa Xác Thực,,05/11/2024,15/11/2024,Nha Mat Pho
310,Tin VIP Bạc,41428008,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-dinh-chieu-phuong-4-12/chinh-chu-ban-lau-2-mt-q3-gan-cho-truong-hoc-benh-vien-tien-kinh-doanh-pr41428008,"70,35 m²",29 tỷ,,4 tầng,6 phòng,3 phòng,,,"Chính chủ bán nhà lầu 2 MT, Nguyễn Đình Chiểu, Q3 gần chợ, trường học, bệnh viện, tiện kinh doanh","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",,"3,35 m",Chưa Xác Thực,,05/11/2024,20/11/2024,Nha Mat Pho
311,Tin VIP Bạc,41427743,https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-thoi-phuong-11-6/giam-gia-ban-gap-can-goc-2-tien-11-q-11-dt-4-5x29m-30-ty-tl-pr41427743,116 m²,30 tỷ,,7 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"(Hot) bán gấp 2 mặt tiền đường Bình Thới, Phường 11, Q.11 (DT: 4,5x29m vuông) hầm 6 lầu 30 tỷ TL","Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh",,,Chưa Xác Thực,,05/11/2024,15/11/2024,Nha Mat Pho
312,Tin VIP Bạc,41427402,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-bieu-phuong-2-15/ban-tien-245-q5-dt-3-5x12m-tret-4-lau-gia-12-ty-lh-dat-pr41427402,27 m²,12 tỷ,Đông - Bắc,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán mặt tiền 245 Nguyễn Biểu, Q5. DT: 3.5x12m. Trệt, 4 lầu. Giá: 12 tỷ. LH: 0909 437 *** Đạt","245, Đường Nguyễn Biểu, Phường 2, Quận 5, Hồ Chí Minh",15 m,"3,5 m",Chưa Xác Thực,,05/11/2024,15/11/2024,Nha Mat Pho
313,Tin VIP Bạc,41426281,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dao-tri-phuong-phu-thuan-3/-2-tang-tien-kinh-doanh-3-3x14m-quan-7-gia-1-5-ty-pr41426281,"45,3 m²","1,5 tỷ",,2 tầng,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,"Nhà 2 tầng, mặt tiền kinh doanh đường Đào Trí Q7, DT: 3,3x14m, giá 1,5 tỷ","Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",16 m,"3,3 m",Chưa Xác Thực,,04/11/2024,15/11/2024,Nha Mat Pho
314,Tin VIP Bạc,41425225,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-xich-long-phuong-7-11/khan-hiem-thi-truong-thu-p-cao-250tr-thang-ban-224-226-p7-quan-phu-nhuan-pr41425225,128 m²,85 tỷ,,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Khan hiếm thị trường! Thu nhập Cao 250tr/tháng Bán nhà 224 - 226 Phan Xích Long, P7, Quận Phú Nhuận","224 - 226, Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",,8 m,Chưa Xác Thực,,04/11/2024,15/11/2024,Nha Mat Pho
315,Tin VIP Bạc,41422102,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-binh-trong-phuong-1-15/goc-3-mt-q5-4-5-x-16m-2-tang-hdt-35-trieu-thang-gia-23-ty-pr41422102,66 m²,23 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Góc 3 MT Trần Bình Trọng - Q5 (4.5 x 16m) 2 tầng. HĐT: 35 triệu/tháng. Giá: 23 tỷ,"Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",16 m,"4,05 m",Chưa Xác Thực,,04/11/2024,14/11/2024,Nha Mat Pho
316,Tin VIP Bạc,41419691,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-10-6/khan-hiem-ban-tien-p-q10-dt-5x22m-6-tang-thang-may-co-hdt-150-trieu-32-ty-pr41419691,110 m²,32 tỷ,,6 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Khan hiếm! Bán nhà mặt tiền Lê Hồng Phong Q10 - DT 5x22m 6 tầng thang máy có HĐT 150 triệu - 32 tỷ,"Đường Lê Hồng Phong, Phường 10, Quận 10, Hồ Chí Minh",24 m,5 m,Chưa Xác Thực,,04/11/2024,14/11/2024,Nha Mat Pho
317,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
318,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
319,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
320,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
321,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
322,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
323,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
324,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
325,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
326,Tin VIP Bạc,41413090,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-9-11/ban-tien-duong-so-9-go-vap-noi-that-hoan-toan-cao-cap-lh-ngay-co-gia-hap-dan-pr41413090,60 m²,"13,6 tỷ",Nam,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,"Bán nhà mặt tiền đường số, phường 9, Gò Vấp, nội thất hoàn toàn cao cấp, LH ngay có giá hấp dẫn","Phường 9, Gò Vấp, Hồ Chí Minh",12 m,4 m,Chưa Xác Thực,,03/11/2024,13/11/2024,Nha Mat Pho
327,Tin VIP Bạc,41411910,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-xich-long-phuong-7-11/ban-tien-sieu-hiem-2-nam-moi-xuat-hien-tren-truc-vip-khu-am-thuc-pr41411910,128 m²,85 tỷ,,7 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Bán nhà mặt tiền siêu hiếm 2 năm mới xuất hiện trên trục Đường VIP Phan Xích Long - khu phố Ẩm thực,"Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",,8 m,Chưa Xác Thực,,03/11/2024,13/11/2024,Nha Mat Pho
328,Tin VIP Bạc,41409453,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-huong-phuong-thao-dien/dinh-thu-khu-compound-1-18x50m-3-tang-san-vuon-ho-boi-tennis-gia-ban-160-ty-pr41409453,800 m²,160 tỷ,,3 tầng,6 phòng,,Sổ hồng,,"Dinh Thự khu Compound Thảo Điền 1 - 18x50m - 3 tầng, sân vườn, hồ bơi, tennis - Giá bán 160 tỷ","Khu Compound Thảo Điền 1, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,17 m,Chưa Xác Thực,,03/11/2024,18/11/2024,Nha Mat Pho
329,Tin VIP Bạc,41408852,https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-giang-phuong-2-21/-tien-vip-phu-nhuan-64m2-2-tang-chi-nhinh-14-ty-pr41408852,"63,9 m²",14 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Mặt tiền VIP Cô Giang, Phú Nhuận, 64m2,2 tầng. Chỉ nhỉnh 14 tỷ","Đường Cô Giang, Phường 2, Phú Nhuận, Hồ Chí Minh",,,Chưa Xác Thực,,02/11/2024,13/11/2024,Nha Mat Pho
330,Tin VIP Bạc,40973123,https://batdongsan.com.vn/ban-nha-mat-pho-duong-xo-viet-nghe-tinh-phuong-26/ban-540m2-vi-tri-vang-tiem-nang-sinh-loi-cao-pr40973123,540 m²,82 tỷ,Nam,,,,Sổ đỏ/ Sổ hồng,Không nội thất,"Bán nhà mặt phố Xô Viết Nghệ Tĩnh 540m2 - Vị trí vàng, tiềm năng sinh lời cao","653, Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",,,TIN XÁC THỰC,,28/10/2024,12/11/2024,Nha Mat Pho
331,Tin VIP Bạc,41301160,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-dinh-phung-phuong-2-21/ban-tien-f2-phu-nhuan-37-5m2-cap-4-tien-xay-moi-gia-300tr-m2-11-5-ty-pr41301160,"37,5 m²",12 tỷ,,,,,,,"Bán nhà mặt tiền đường Phan Đình Phùng F2 Phú Nhuận 37,5m2 cấp 4 tiện xây mới Giá 300tr/m2 11,5 tỷ","Đường Phan Đình Phùng, Phường 2, Phú Nhuận, Hồ Chí Minh",,3 m,Chưa Xác Thực,,31/10/2024,15/11/2024,Nha Mat Pho
332,Tin VIP Bạc,37333145,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-troi-phuong-8-13/ban-gap-toa-building-p8-phu-nhuan-12mx19m-5-tang-hdt-2-2-ty-nam-gia-55-ty-pr37333145,225 m²,46 tỷ,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán gấp toà building Nguyễn Văn Trỗi, P8, Phú Nhuận, (12x19m), 5 tầng, HĐT 2.2 tỷ/năm, giá: 46 tỷ","Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",,,Chưa Xác Thực,,31/10/2024,15/11/2024,Nha Mat Pho
333,Tin VIP Bạc,40185501,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-21a-phuong-binh-tri-dong-b/ban-mt-khu-ten-lua-4-x-22-5m-3-tam-9-3-ty-pr40185501,90 m²,"9,3 tỷ",Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhà MT đường Số 21A, khu Tên Lửa, 4 x 22.5m, 3 tấm, 9.3 tỷ (Tín Hưng)","Đường Số 21A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",8 m,4 m,Chưa Xác Thực,Bắc,30/10/2024,14/11/2024,Nha Mat Pho
334,Tin VIP Bạc,41064436,https://batdongsan.com.vn/ban-nha-mat-pho-duong-trung-my-tay-phuong-trung-my-tay/ban-tien-q12-chinh-chu-dt146m2-xay-1-tret-2-lau-pr41064436,146 m²,95 triệu/m²,Đông - Nam,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bán nhà mặt tiền Q12 chính chủ DT 146m2 xây 1 trệt 2 lầu,"Đường Trung Mỹ Tây, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10 m,5 m,Chưa Xác Thực,Đông - Nam,30/10/2024,14/11/2024,Nha Mat Pho
335,Tin VIP Bạc,41366120,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-8b-phuong-binh-tri-dong-b/ban-mt-khu-ten-lua-5-x-20m-3-5-tam-11-5-ty-tin-hung-pr41366120,100 m²,"11,5 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà MT đường Số 8B, khu Tên Lửa, 5 x 20m, 3.5 tấm, 11.5 tỷ (Tín Hưng)","Đường Số 8B, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,,30/10/2024,14/11/2024,Nha Mat Pho
336,Tin VIP Bạc,41364009,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-hung-xa-binh-hung-1/ban-toa-goc-2mt-h-chanh-dt-10x24m-5-tang-hdt-250tr-gia-77-ty-pr41364009,226 m²,77 tỷ,,5 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán nhà góc 2MT Phạm Hùng xã BH, H Bình Chánh DT 10x24m 5 lầu HĐT 250tr giá 77 tỷ (hàng thật 100%)","Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",50 m,10 m,Chưa Xác Thực,Tây - Nam,30/10/2024,14/11/2024,Nha Mat Pho
337,Tin VIP Bạc,41360295,https://batdongsan.com.vn/ban-nha-mat-pho-duong-xo-viet-nghe-tinh-phuong-17-1/gia-qua-re-ban-dat-tang-luon-2-tang-tien-doan-2-chieu-17-bt-pr41360295,"138,5 m²",30 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,Không nội thất,Giá quá rẻ! Bán đất tặng luôn nhà 2 tầng mặt tiền đoạn 2 chiều đường Xô Viết Nghệ Tĩnh Phường 17 BT,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,,29/10/2024,14/11/2024,Nha Mat Pho
338,Tin VIP Bạc,39307875,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-thuan-dong-1/ro-hang-mt-quan-7-dt-5x23m-7-2x34m-9x22m-10x30m-5x23m-lien-he-pr39307875,150 m²,21 tỷ,,,,,,,"Rổ hàng nhà MT Huỳnh Tấn Phát, Quận 7 DT 5x23m, 7.2x34m, 9x22m, 10x30m, 5x23m, liên hệ 0901 424 ***","Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",30 m,30 m,Chưa Xác Thực,,29/10/2024,14/11/2024,Nha Mat Pho
339,Tin VIP Bạc,41356414,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tu-mo-phuong-7-10/chinh-chu-ban-hai-chieu-gan-vincom-pr41356414,"44,12 m²","7,6 tỷ",Bắc,2 tầng,3 phòng,2 phòng,Sổ hồng chính chủ,,"Chính chủ bán nhà mặt phố đường hai chiều, Tú Mỡ, gần Vincom","Đường Tú Mỡ, Phường 7, Gò Vấp, Hồ Chí Minh",,"5,3 m",Chưa Xác Thực,,29/10/2024,13/11/2024,Nha Mat Pho
340,Tin VIP Bạc,41353902,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-41-phuong-tan-quy/-can-ban-toa-chdv-moon-palace-q-7-pr41353902,222 m²,93 tỷ,,7 tầng,51 phòng,51 phòng,Sổ đỏ/ Sổ hồng,,Cần bán - tòa nhà CHDV Moon Palace Q. 7,"Số 91-93-95, Đường Số 41, Phường Tân Quy, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,,29/10/2024,13/11/2024,Nha Mat Pho
341,Tin thường,40924753,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-thi-giang-phuong-tan-thoi-nhat-1/can-goc-108m-gap-ban-pr40924753,108 m²,"13,5 tỷ",,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Căn góc Dương Thị Giang 108m2 gấp bán,"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",12 m,12 m,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
342,Tin thường,40909478,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nam-quoc-cang-phuong-pham-ngu-lao-1/ban-toa-tien-q-1-6-6x20-ham-9-tang-thu-p-210tr-th-pr40909478,138 m²,49 tỷ,,9 tầng,,,,,"Bán tòa nhà mặt tiền phường Phạm Ngũ Lão Q. 1; (6,6x20) Hầm 9 tầng; Thu nhập: 210tr/th","Đường Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,,TIN XÁC THỰC,,06/11/2024,16/11/2024,Nha Mat Pho
343,Tin thường,33137081,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-1-xa-phuoc-kieng-prj-sadeco-phuoc-kien/ban-dt-5x20-1-tret-2-5-lau-gia-12-ty-pr33137081,100 m²,"11,5 tỷ",,4 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,"Bán nhà Sadeco Phước Kiển, DT: 5x20m, 1 trệt, 2,5 lầu. Giá: 11,5 tỷ","Dự án Sadeco Phước Kiển, Đường Số 1, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",12 m,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
344,Tin thường,40890397,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cong-tru-phuong-nguyen-thai-binh/ban-toa-ham-9-tang-tien-khu-ngan-hang-hdt-270tr-th-pr40890397,"97,5 m²",44 tỷ,,9 tầng,,,,,"Bán tòa nhà hầm 9 tầng mặt tiền khu ngân hàng phường Nguyễn Thái Bình, HĐT: 270tr/th","Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",,,TIN XÁC THỰC,,08/11/2024,18/11/2024,Nha Mat Pho
345,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
