,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Category
499,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
500,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
501,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
502,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
503,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
504,Tin thường,41489128,https://batdongsan.com.vn/ban-dat-xa-binh-khanh-1/can-tien-ban-gap-nuoi-trong-thuy-san-pr41489128,4.000 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,Cần tiền bán gấp đất nuôi trồng thủy sản,"Xã Bình Khánh, Cần Giờ, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,27/11/2024,Ban Dat
505,Tin thường,41479189,https://batdongsan.com.vn/ban-dat-duong-tran-van-giau-xa-pham-van-hai/can-ban-nen-5x21m-vi-tri-cuc-vip-khu-dan-cu-doi-dien-tttm-truong-hoc-gia-chi-20tr-m2-pr41479189,105 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,Cần bán nền đất 5x21m vị trí cực vip khu dân cư đối diện TTTM - trường học,"Đường Trần Văn Giàu, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
506,Tin thường,41498020,https://batdongsan.com.vn/ban-dat-duong-binh-my-xa-binh-my/ban-mat-tien-kenh-da-hang-cu-chi-pr41498020,1.192 m²,"7,5 triệu/m²",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất mặt tiền kênh Đá Hàng xã Bình Mỹ Củ Chi,"Đường Bình Mỹ, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",5 m,13 m,Chưa Xác Thực,12/11/2024,12/12/2024,Ban Dat
507,Tin thường,39369067,https://batdongsan.com.vn/ban-dat-phuong-tang-nhon-phu-a/ban-gap-2600m2-full-tho-khach-san-hon-50-phong-thu-nhap-150tr-thang-pr39369067,2.600 m²,130 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán gấp 2600m2 đất full thổ, tặng khách sạn hơn 50 phòng thu nhập 150tr/tháng 0934 377 ***","Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
508,Tin thường,40807704,https://batdongsan.com.vn/ban-dat-duong-10-phuong-hiep-binh-phuoc/-mat-tien-kinh-doanh-86m2-ds10-hbp-thu-duc-dau-tu-tot-2-xe-tai-ne-nhau-pr40807704,86 m²,"4,8 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất mặt tiền Kinh Doanh 86m2 ĐS10 HBP Thủ Đức - đầu tư tốt, đường 2 xe tải né nhau","Đường 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",8 m,12 m,Chưa Xác Thực,04/11/2024,15/11/2024,Ban Dat
509,Tin thường,41500716,https://batdongsan.com.vn/ban-dat-duong-nguyen-gia-tri-phuong-25/can-ban-du-an-o-khu-ven-song-sai-gon-quan-binh-thanh-180m2-pr41500716,174 m²,38 tỷ,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,Cần bán đất dự án ở khu ven sông Sài Gòn - Quận Bình Thạnh (174m2),"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",10 m,9 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
510,Tin thường,41454714,https://batdongsan.com.vn/ban-dat-duong-huynh-tan-phat-thi-tran-nha-be/-mat-tien-hem-2552-cach-10-m-xe-tai-qua-mat-re-nhat-truong-pr41454714,111 m²,"5,6 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất mặt tiền hẻm 2552 cách Huỳnh Tấn Phát 10 m, xe tải qua mặt, rẻ nhất thị trường","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",8 m,,Chưa Xác Thực,07/11/2024,22/11/2024,Ban Dat
511,Tin thường,40836305,https://batdongsan.com.vn/ban-dat-duong-27-phuong-hiep-binh-chanh/ban-gap-lo-khu-ben-song-gigamall-thu-duc-99m2-chi-8-99-ty-8m-via-he-pr40836305,99 m²,"8,99 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán gấp lô đất - Khu bên sông Gigamall Hiệp Bình Chánh Thủ Đức - 99m2 chỉ 8,99 tỷ - Đường 8m vỉa hè","Đường 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",8 m,"4,5 m",Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
512,Tin thường,41493984,https://batdongsan.com.vn/ban-dat-duong-ha-huy-giap-phuong-thanh-xuan/chinh-chu-can-cen-nhuong-lai-1200m2-full-tho-cu-mat-tien-giap-pr41493984,1.200 m²,46 tỷ,Nam,,,,Sổ đỏ/ Sổ hồng,,Chính chủ cần chuyển nhương lại 1200m2 đất full thổ cư mặt tiền Hà Huy Giáp,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",40 m,"14,5 m",Chưa Xác Thực,11/11/2024,26/11/2024,Ban Dat
513,Tin thường,39809053,https://batdongsan.com.vn/ban-dat-xa-tan-an-hoi/toi-chinh-chu-ban-lo-350m2-co-290m2-tc-gia-1-5-ti-ngay-cau-vuot-cu-chi-goi-ngay-pr39809053,350 m²,"1,5 tỷ",,,,,,,"Tôi chính chủ bán lô đất (350m2 có 290m2 TC) giá 1.5 tỷ, ngay cầu vượt Củ Chi - gọi ngay 0335 801 ***","Xã Tân An Hội, Củ Chi, Hồ Chí Minh",20 m,,Chưa Xác Thực,03/11/2024,18/11/2024,Ban Dat
514,Tin thường,41390190,https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-chinh-chu-ban-7-2x11-5m-82m2-gia-3-3-ty-khu-512-nha-be-pr41390190,82 m²,"3,3 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Đất chính chủ bán 7,2x11,5m, 82m2, giá: 3,3 tỷ, khu 512 Nguyễn Văn Tạo, xã Long Thới, Nhà Bè","Đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè, Hồ Chí Minh",14 m,"7,2 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
515,Tin thường,41501277,https://batdongsan.com.vn/ban-dat-xa-tan-thong-hoi-1/ket-tien-ban-gap-110m2-ngay-canh-ql22-cho-viet-kieu-co-tho-cu-co-so-hong-rieng-lh-pr41501277,"110,8 m²",950 triệu,,,,,Sổ đỏ/ Sổ hồng,,"Kẹt Tiền bán gấp 110m2 ngay Cạnh QL22, Chợ Việt Kiều có THỔ CƯ có SỔ HỒNG RIÊNG. Lh: 0353 347 ***","Tân Thông Hội, Củ Chi, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
516,Tin thường,41501285,https://batdongsan.com.vn/ban-dat-duong-son-ca-8-phuong-an-phu-dong-1/ban-8-gia-cuc-chat-6-ty-vnd-80m2-phap-ly-day-du-pr41501285,80 m²,6 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"BÁN ĐẤT ĐƯỜNG SƠN CA 8, GIÁ CỰC CHẤT 6 TỶ VND, 80M2 PHÁP LÝ ĐẦY ĐỦ","Đường Sơn Ca 8, Phường An Phú Đông, Quận 12, Hồ Chí Minh",7 m,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
517,Tin thường,41390306,https://batdongsan.com.vn/ban-dat-duong-kenh-lien-vung-xa-binh-loi-1/ban-chanh-pr41390306,4.000 m²,"2,5 triệu/m²",,,,,Sổ đỏ/ Sổ hồng,,"Bán đất đường Kênh Liên Vùng, Bình Lợi, Bình Chánh","Đường Kênh Liên Vùng, Xã Bình Lợi, Bình Chánh, Hồ Chí Minh",5 m,37 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
518,Tin thường,41252179,https://batdongsan.com.vn/ban-dat-duong-so-1-phuong-hiep-binh-chanh/-biet-thu-10m-x-20-7m-trai-nhua-10m-tp-thu-duc-ngay-tttm-gigamall-pr41252179,207 m²,"14,6 tỷ",Nam,,,,Sổ đỏ/ Sổ hồng,,"Đất biệt thự 10m x 20,7m - Đường trải nhựa 10m - Hiệp Bình Chánh - TP Thủ Đức - Ngay TTTM Gigamall","Đường Số 1, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",10 m,10 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
519,Tin thường,41500976,https://batdongsan.com.vn/ban-dat-duong-18-1-phuong-hiep-binh-chanh/ban-mat-tien-18-p-thu-duc-pr41500976,"97,5 m²","11,3 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,"BÁN ĐẤT MẶT TIỀN ĐƯỜNG 18. P hiệp bình chánh, Thủ đức. Sdt 0937 522 ***","Đường 18, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",12 m,18 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
520,Tin thường,41402909,https://batdongsan.com.vn/ban-dat-duong-so-27-phuong-hiep-binh-chanh/-ngay-dia-chi-23-27-thu-duc-120m2-5x24-khu-dan-cu-gia-6ty750-con-thuong-luong-pr41402909,100 m²,"5,75 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Mua đất để đó hoặc kinh doanh chọn ngay nền 23 đường số 27, Thủ Đức. 100m2, khu dân cư, giá 5tỷ750","Đường Số 27, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
521,Tin thường,40697590,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-7-xa-phuoc-thanh/20-600m2-2ha-mat-tien-7-gia-chi-2-3tr-m2-pr40697590,20.600 m²,46 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"20.600m2 (2ha) mặt tiền Tỉnh Lộ 7 - giá chỉ 2,2 tr/m2 - QH full đất ở","Đường Tỉnh Lộ 7, Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",,,Chưa Xác Thực,09/11/2024,19/11/2024,Ban Dat
522,Tin thường,41268143,https://batdongsan.com.vn/ban-dat-duong-ho-ngoc-lam-phuong-an-lac-6/c-b-nhh-lo-54-m2-tai-vo-v-kiet-binh-t-g-trung-tam-sua-chua-oto-pr41268143,54 m²,"3,35 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Cần bán nhanh lô đất 54m2 tại đường Võ Văn Kiệt - An Lạc - Bình Tân gần trung tâm sửa chữa oto,"Đường Hồ Ngọc Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",7 m,4 m,TIN XÁC THỰC,04/11/2024,14/11/2024,Ban Dat
523,Tin thường,39377328,https://batdongsan.com.vn/ban-dat-duong-phan-van-tri-phuong-5-15/lo-hiem-4x15m-xd-5-tang-hxt-noi-bo-co-cong-vien-doi-dien-emart-p5-go-vap-pr39377328,60 m²,"9,6 tỷ",Tây - Nam,,,,Sổ đỏ/ Sổ hồng,,"Lô đất hiếm 4x15m, XD 5 tầng HXT nội bộ có công viên đối diện Emart Phan Văn Trị, P5, Gò Vấp","Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",6 m,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
524,Tin thường,41432129,https://batdongsan.com.vn/ban-dat-duong-le-van-thinh-phuong-binh-trung-dong/ban-hem-o-to-gan-nga-3-va-nguyen-duy-trinh-pr41432129,82 m²,"6,1 tỷ",Đông,,,,Sổ đỏ/ Sổ hồng,,Bán đất hẻm ô tô gần ngã 3 đường Lê Văn Thịnh và đường Nguyễn Duy Trinh,"Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",5 m,6 m,TIN XÁC THỰC,05/11/2024,15/11/2024,Ban Dat
525,Tin thường,41470684,https://batdongsan.com.vn/ban-dat-phuong-an-phu/b-190m-tho-cu-hem-4m-sat-ben-thao-dien-gia-17-5-ty-pr41470684,187 m²,"17,5 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán 187m2 đất thổ cư hẻm 4m phường An Phú, sát bên Thảo Điền giá 17.5 tỷ","Phường An Phú, Quận 2, Hồ Chí Minh",4 m,,TIN XÁC THỰC,08/11/2024,18/11/2024,Ban Dat
526,Tin thường,40922454,https://batdongsan.com.vn/ban-dat-duong-truong-van-bang-phuong-thanh-my-loi/ban-xay-cao-6-tang-khu-hanh-chinh-quan-2-dt-160m2-gia-chi-30-ty-4-so-hong-rieng-pr40922454,160 m²,"32,8 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đất xây cao 6 tầng khu hành chính Thạnh Mỹ Lợi Quận 2, DT 160m2 giá chỉ 32 tỷ 8, sổ hồng riêng","Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
527,Tin thường,39531583,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-hiep-binh-chanh/ban-18x13m-khu-biet-thu-dan-chanh-pr39531583,203 m²,"14,2 tỷ",,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất (10*21m) khu biệt thự Bình Dân, Hiệp Bình Chánh, TP Thủ Đức","Đường Số 3, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
528,Tin thường,41358025,https://batdongsan.com.vn/ban-dat-duong-28-phuong-linh-dong/ban-gap-lo-mat-tien-xe-tai-ngay-vanh-dai-2-sieu-hot-pr41358025,"72,2 m²","5,2 tỷ",Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,Bán gấp lô đất mặt tiền đường xe tải ngay vành đai 2 linh đông siêu hot: 0933 352 ***,"Đường 28, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",7 m,"4,3 m",TIN XÁC THỰC,11/11/2024,21/11/2024,Ban Dat
529,Tin thường,40920631,https://batdongsan.com.vn/ban-dat-duong-tinh-lo-15-xa-phu-hoa-dong/cat-ban-nhanh-162m2-mat-tien-15-cu-chi-pr40920631,162 m²,"1,45 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cắt lỗ bán nhanh 162m2 đất mặt tiền Tỉnh Lộ 15, Phú Hòa Đông, Củ Chi","Đường Tỉnh lộ 15, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh.",,6 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
530,Tin thường,41377820,https://batdongsan.com.vn/ban-dat-xa-phuoc-thanh/gia-soc-855-trieu-206m2-tho-so-san-mat-tien-duong-nhua-cu-chi-pr41377820,206 m²,855 triệu,,,,,Sổ đỏ/ Sổ hồng.,,"Giá sốc 855 triệu/206m2 đất thổ, sổ sẵn, mặt tiền đường nhựa Phước Thạnh, Củ Chi","Xã Phước Thạnh, Củ Chi, Hồ Chí Minh",12 m,8 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
531,Tin thường,41502661,https://batdongsan.com.vn/ban-dat-pho-nguyen-xi-phuong-26/ban-lo-ngang-hiem-4-8m-duong-truoc-nha-10m-xe-tai-quay-dau-xay-moi-ham-6-tang-gia-ban-13t-pr41502661,100 m²,13 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Bán lô đất ngang hiếm 4,8m đường trước nhà 10m xe tải quay đầu - xây mới hầm 6 tầng - giá bán 13tỷ","Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10 m,"4,8 m",Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
532,Tin thường,40534208,https://batdongsan.com.vn/ban-dat-duong-4a-phuong-long-thanh-my/ban-tdc-phuoc-thien-7x21-16m-ngay-vinhomes-q9-pr40534208,147 m²,"6,9 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất TDC Phước Thiện 7x21m, đường 16m, ngay Vinhomes Q9","Đường 4A, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",16 m,7 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
533,Tin thường,40446990,https://batdongsan.com.vn/ban-dat-duong-song-lu-xa-hoa-phu/-mat-tien-dt-1-250m2-17m-x-76m-tho-cu-800m2-pr40446990,1.238 m²,"14,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"1.238m2 mặt tiền Sông Lu, DT 1.238m2 (17m x 76m) - Thổ cư 800m2","Đường Sông Lu, Xã Hòa Phú, Củ Chi, Hồ Chí Minh",,,Chưa Xác Thực,06/11/2024,16/11/2024,Ban Dat
534,Tin thường,41501150,https://batdongsan.com.vn/ban-dat-duong-to-ngoc-van-phuong-thanh-loc-3/ban-hem-o-quan-12-182m2-gia-8-ty-pr41501150,182 m²,8 tỷ,,,,,,,Bán đất hẻm oto Tô Ngọc Vân phường Thạnh Lộc quận 12 - 182m2 - giá 8 tỷ.,"Đường Tô Ngọc Vân, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",6 m,7 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
535,Tin thường,41501450,https://batdongsan.com.vn/ban-dat-duong-nguyen-thuong-hien-phuong-5-14/ban-mat-tien-be-ngang-5x20m-gia-bang-gia-hem-pr41501450,100 m²,"16,3 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất mặt tiền bề ngang 5x20m đường Nguyễn Thượng Hiền giá bằng giá hẻm,"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
536,Tin thường,32809462,https://batdongsan.com.vn/ban-dat-duong-tan-chanh-hiep-10-phuong-tan-chanh-hiep-1/can-ban-2-lo-mt-10-p-tch-q12-dt-10-x-22-220m2-1-lo-gia-13-ty-1-lo-pr32809462,435 m²,25 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Cần bán 2 lô đất MTNB: Tân Chánh Hiệp 10, P. TCH, Q12, (DT: 10 x 22m = 220m2) 1 lô, giá 13 tỷ/1 lô","Đường Tân Chánh Hiệp 10, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",,20 m,Chưa Xác Thực,30/10/2024,29/11/2024,Ban Dat
537,Tin thường,41045658,https://batdongsan.com.vn/ban-dat-duong-an-thoi-dong-xa-an-thoi-dong/c-b-mt-huyen-c-gio-tp-hcm-2440m2-co-300m2-tho-cu-pr41045658,2.440 m²,9 tỷ,,,,,Sổ đỏ/ Sổ hồng,,"Cần bán đất MT: An Thới Đông, Xã An Thới Đông, Huyện Cần Giờ- TP. HCM ( 2440m2) có 300m2 thổ cư","Đường An Thới Đông, Xã An Thới Đông, Cần Giờ, Hồ Chí Minh",16 m,26 m,Chưa Xác Thực,11/11/2024,21/11/2024,Ban Dat
538,Tin thường,41436255,https://batdongsan.com.vn/ban-dat-duong-vuon-lai-phuong-an-phu-dong-1/ban-440m2-2-mat-tien-11-8x38-tien-kinh-doanh-buon-ban-gia-25-5-ty-thuong-luong-pr41436255,440 m²,"25,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán 440m2 đất 2 mặt tiền đường Vườn Lài, 11.8x38, tiện kinh doanh buôn bán, giá 25.5 tỷ TL","Vườn Lài, An Phú Đông, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,05/11/2024,15/11/2024,Ban Dat
539,Tin thường,40071077,https://batdongsan.com.vn/ban-dat-duong-so-11-phuong-cat-lai/ban-mat-tien-11-gan-13-gan-cho-cay-xoai-quan-2-thanh-pho-thu-duc-pr40071077,"103,9 m²",8 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Bán đất mặt tiền đường 11 (gần đường 13) Cát Lái gần chợ Cây Xoài (Quận 2) thành phố Thủ Đức,"Đường Số 11, Phường Cát Lái, Quận 2, Hồ Chí Minh",5 m,"5,25 m",Chưa Xác Thực,12/11/2024,12/12/2024,Ban Dat
540,Tin thường,41036142,https://batdongsan.com.vn/ban-dat-duong-hoang-hoa-tham-phuong-6-13/co-hoi-dau-tu-sinh-loi-cao-ban-xay-tai-binh-thanh-dt-75m2-gia-chi-nhinh-7-ty-pr41036142,75 m²,"7,5 tỷ",,,,,Sổ hồng,,Cơ hội đầu tư sinh lời cao! Bán đất xây tại Bình Thạnh! DT 75m2 giá chỉ nhỉnh 7 tỷ,"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
541,Tin thường,41501352,https://batdongsan.com.vn/ban-dat-duong-an-phu-dong-25-phuong-an-phu-dong-1/b-25-doi-dien-dh-nguyen-tat-thh-100m2-ngg-5-hxh-trh-chot-hon-4-ty-pr41501352,100 m²,"4,09 tỷ",Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,,"Bán đăt An Phú Đông 25, đối diện ĐH Nguyễn Tất Thành, 100m2, ngang 5, hXH tránh, chốt hơn 4 tỷ","Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, Hồ Chí Minh",8 m,5 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
542,Tin thường,40950953,https://batdongsan.com.vn/ban-dat-duong-quoc-lo-13-phuong-hiep-binh-phuoc/ban-dep-mat-tien-13-ngay-ubnd-tp-thu-duc-pr40950953,1.000 m²,75 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Bán lô đất đẹp mặt tiền đường Quốc Lộ 13 ngay UBND Phường Hiệp Bình Phước TP Thủ Đức,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
543,Tin thường,40244786,https://batdongsan.com.vn/ban-dat-duong-hoang-dieu-2-phuong-linh-chieu/ban-vi-tri-cuc-dep-de-xay-can-ho-dich-vu-ngay-sau-lung-dh-su-pham-ki-thuat-80m2-5-7ty-tl-pr40244786,80 m²,"5,2 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Bán đất - vị trí cực đẹp để xây căn hộ dịch vụ - Ngay Sau Lưng Đh Sư Phạm K Thuật - 80m2 - 5.2tỷ TL,"Đường Hoàng Diệu 2, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",,4 m,Chưa Xác Thực,12/11/2024,22/11/2024,Ban Dat
544,Tin thường,41204557,https://batdongsan.com.vn/ban-dat-duong-binh-my-xa-binh-my/hot-hot-chu-can-ra-nhanh-nen-ban-gia-qua-re-so-voi-khu-vuc-chi-5-8-trieu-m2-pr41204557,1.008 m²,"5,8 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Hot! Hot! Chủ cần ra nhanh nên bán giá quá rẻ so với khu vực chỉ 5,8 triệu/m2","Đường Bình Mỹ, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",6 m,22 m,TIN XÁC THỰC,12/11/2024,22/11/2024,Ban Dat
545,Tin thường,40593863,https://batdongsan.com.vn/ban-dat-xa-tan-thanh-tay/chinh-chu-can-ban-tho-cu-ngay-cho-quy-tl-8-va-tl15-rat-dong-thuan-tien-kinh-doanh-pr40593863,90 m²,"3,95 tỷ",Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Chính chủ cần bán, đất thổ cư ngay chợ Tân Quy, TL 8 và TL15 rất đông, thuận tiện kinh doanh","Xã Tân Thạnh Tây, Củ Chi, Hồ Chí Minh",6 m,5 m,TIN XÁC THỰC,06/11/2024,16/11/2024,Ban Dat
546,Tin thường,40370139,https://batdongsan.com.vn/ban-dat-duong-nguyen-duy-trinh-phuong-long-truong-1/ba-chi-ket-tien-can-ban-gap-trong-tuan-full-tho-gan-tien-ich-day-du-q9-pr40370139,97 m²,"3,95 tỷ",Tây - Nam,,,,Sổ riêng,,"Bà chị kẹt tiền cần bán gấp trong tuần, đất full thổ, gần tiện ích đầy đủ Q9","Đường Nguyễn Duy Trinh, Phường Long Trường, Thủ Đức, Hồ Chí Minh",,"5,3 m",Chưa Xác Thực,07/11/2024,17/11/2024,Ban Dat
547,Tin thường,39304869,https://batdongsan.com.vn/ban-dat-xa-tan-thanh-tay/ban-full-tho-cu-ngay-cho-quy-nga-tu-tinh-lo-8-tinh-lo-15-chinh-chu-khong-qua-trung-gian-pr39304869,180 m²,8 tỷ,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng.,,"Bán đất full thổ cư ngay chợ Tân Quy, ngã tư tỉnh lộ 8, Tỉnh Lộ 15, chính chủ không qua trung gian","Xã Tân Thạnh Tây, Củ Chi, Hồ Chí Minh",6 m,10 m,TIN XÁC THỰC,07/11/2024,17/11/2024,Ban Dat
